id;turnover_2020;turnover_2019;turnover_2018;turnover_2017;turnover_2016;turnover_2015;turnover_2014;turnover_2013;turnover_2012;netincome_2020;netincome_2019;netincome_2018;netincome_2017;netincome_2016;netincome_2015;netincome_2014;netincome_2013;netincome_2012;cashflow_2020;cashflow_2019;cashflow_2018;cashflow_2017;cashflow_2016;cashflow_2015;cashflow_2014;cashflow_2013;cashflow_2012;totalassets_2020;totalassets_2019;totalassets_2018;totalassets_2017;totalassets_2016;totalassets_2015;totalassets_2014;totalassets_2013;totalassets_2012;currentratio_2020;currentratio_2019;currentratio_2018;currentratio_2017;currentratio_2016;currentratio_2015;currentratio_2014;currentratio_2013;currentratio_2012;profitmargin_2020;profitmargin_2019;profitmargin_2018;profitmargin_2017;profitmargin_2016;profitmargin_2015;profitmargin_2014;profitmargin_2013;profitmargin_2012;roe_2020;roe_2019;roe_2018;roe_2017;roe_2016;roe_2015;roe_2014;roe_2013;roe_2012;roce_2020;roce_2019;roce_2018;roce_2017;roce_2016;roce_2015;roce_2014;roce_2013;roce_2012;solvency_2020;solvency_2019;solvency_2018;solvency_2017;solvency_2016;solvency_2015;solvency_2014;solvency_2013;solvency_2012;employees_2020;employees_2019;employees_2018;employees_2017;employees_2016;employees_2015;employees_2014;employees_2013;employees_2012;costs_goodssold_2020;costs_goodssold_2019;costs_goodssold_2018;costs_goodssold_2017;costs_goodssold_2016;costs_goodssold_2015;costs_goodssold_2014;costs_goodssold_2013;costs_goodssold_2012;costs_employees_2020;costs_employees_2019;costs_employees_2018;costs_employees_2017;costs_employees_2016;costs_employees_2015;costs_employees_2014;costs_employees_2013;costs_employees_2012;costs_materials_2020;costs_materials_2019;costs_materials_2018;costs_materials_2017;costs_materials_2016;costs_materials_2015;costs_materials_2014;costs_materials_2013;costs_materials_2012;Date of incorporation;age_2020;age_2019;age_2018;age_2017;age_2016;age_2015;age_2014;age_2013;age_2012;company_name
62088738;72.825;64.508;61.939;63.481;52.230;47.592;55.505;67.062;72.804;4.391;2.057;590;2.897;11.894;1.845;1.676;1.449;1.973;6.815;4.349;2.799;5.168;14.031;3.913;4.322;4.711;6.149;54.316;48.173;47.370;50.284;44.693;34.916;40.835;48.643;51.290;1,83;1,83;1,92;2,13;2,69;1,63;1,52;1,18;1,41;7,31;3,39;0,77;5,36;18,99;4,01;3,07;2,24;2,78;15,41;7,13;1,65;11,35;38,15;14,04;12,24;9,25;12,49;13,95;6,75;2,57;10,3;29,52;11,27;9,77;9,3;10,38;63,61;63,68;61,04;59,63;58,18;38,92;34,12;33,39;31,62;182;n.a.;178;171;168;180;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;16.333;13.678;13.935;13.847;12.201;11.497;13.358;15.571;16.413;36.982;28.753;31.592;29.846;21.434;21.378;25.704;30.816;33.082;12-3-1995;26;25;24;23;22;21;20;19;18;HOFF SA
2594105;n.a.;69.968;66.283;68.692;63.454;61.891;72.801;69.680;58.260;n.a.;944;480;-242;-1.040;1.562;2.342;1.710;3.583;n.a.;2.142;1.757;1.192;305;2.823;3.543;2.765;4.265;n.a.;31.647;30.278;31.738;29.114;31.955;29.600;28.939;25.859;n.a.;1,69;1,74;1,66;1,66;1,83;1,76;1,94;2,16;n.a.;1,72;0,75;-0,34;-1,89;3,54;4,79;3,47;8,53;n.a.;7,98;3,45;-1,58;-9,19;15,1;24,12;17,56;43,12;n.a.;7,64;3,94;0,28;-4,77;11,18;18,49;13,11;26,73;n.a.;47,6;47,53;45,91;44,72;45,44;48,82;47,53;44,57;n.a.;120;112;101;115;103;88;80;80;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;4.856;4.808;4.894;4.314;4.103;3.912;4.282;3.560;n.a.;52.998;49.339;51.747;46.045;42.001;48.870;47.492;38.456;10-1-1989;33;32;31;30;29;28;27;26;25;TOFUTOWN.COM GMBH
13992878;53.801;57.262;53.004;51.635;38.583;47.453;32.926;22.134;n.a.;3.240;2.794;4.143;3.468;2.475;3.304;2.447;1.763;n.a.;3.386;2.939;4.250;3.585;2.538;3.404;2.546;1.826;n.a.;24.446;21.879;25.174;19.371;16.436;15.478;12.561;9.610;3.681;3,48;2,67;1,98;2,22;1,87;1,89;1,78;1,43;1,7;6,5;6,03;8,53;8,36;8,08;8,43;9,45;10,1;n.a.;19,92;24,64;35,18;39,57;52,19;53,22;64,29;72,12;n.a.;20,48;n.a.;35,05;39,31;51,77;52,76;53,82;70,07;n.a.;71,82;63,98;51,07;56,29;48,44;48,54;38,51;32,24;43,24;63;63;62;55;49;39;26;20;n.a.;40.125;40.713;38.224;36.617;25.321;31.547;21.067;14.140;n.a.;5.558;4.981;4.456;4.221;2.589;2.973;1.905;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;24-3-2004;17;16;15;14;13;12;11;10;9;NATURAL BALANCE FOODS LIMITED
4639578;n.a.;43.314;45.060;47.925;38.725;36.212;33.344;33.129;28.705;n.a.;1.512;1.760;1.863;1.490;1.622;1.509;1.374;1.151;n.a.;n.a.;n.a.;1.898;1.523;1.661;1.549;2.013;1.424;n.a.;18.714;18.453;21.155;16.962;16.465;14.271;36.857;8.379;n.a.;6,15;5,36;3,05;2,81;2,96;3,01;1,33;5,8;n.a.;4,3;4,81;4,8;4,8;5,58;5,58;5,57;5,45;n.a.;11,88;14,43;16,17;17;18,5;19,45;20,36;22,39;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;22,39;n.a.;83,73;81,34;67,2;64,5;66,39;67,02;24,58;83,34;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;39.598;40.554;43.659;34.793;32.143;30.101;29.687;25.711;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;27-3-1997;24;23;22;21;20;19;18;17;16;EAT NATURAL LIMITED
142600003;42.951;42.191;31.334;22.333;11.614;6.823;10.525;4.372;0;2.239;3.143;4.653;844;555;639;366;214;-3;5.334;4.790;5.318;1.190;852;818;531;299;-3;51.314;43.844;31.806;22.661;12.461;7.680;6.236;3.516;154;1,52;1,06;0,95;1,01;0,58;0,83;1;0,96;0,42;4,02;8,6;15,27;3,89;2,07;1,6;3,3;4,5;n.a.;10,48;27,17;66,05;28,8;14,42;9,22;56,8;70,8;-5,07;6,18;17,89;33,43;10,54;13,1;8,53;28,21;73,23;n.a.;32,15;30,47;22,78;13,32;13,38;15,46;9,8;7,91;39,92;122;121;73;47;36;21;11;2;1;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2.761;2.318;1.410;901;605;422;312;74;n.a.;31.529;32.062;22.032;18.416;8.896;4.755;7.836;3.871;n.a.;15-4-2011;10;9;8;7;6;5;4;3;2;PROZIS.FOODS, S.A.
412026018;33.425;21.384;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-6.061;-4.765;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-4.782;-3.770;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;30.563;23.373;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;0,5;0,41;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-18,86;-22,94;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-35,13;-96,13;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;0;0,93;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;64;66;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;23.039;14.811;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3.588;2.275;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;23.039;14.811;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2012;116;115;114;113;112;111;110;109;108;VEGANZ GROUP AG
4116511;29.393;31.387;30.123;24.097;19.632;20.002;14.593;15.143;19.741;-2.049;-2.210;-2.299;214;513;679;-782;-1.097;214;-1.230;-1.499;-1.836;618;880;1.186;-122;-383;907;15.934;17.182;19.881;16.498;11.332;10.150;9.523;11.267;12.159;1,79;1,91;1,72;3,33;2,19;3,22;3,3;3,2;4,34;-6,97;-7,04;-8,23;1,17;3,32;4,34;-6,28;-8,86;1,83;-215,54;-75,35;-49,84;3,65;9,51;11,35;-12,5;-15,68;3,61;-13,37;-18,22;-20,88;2,86;9,43;11,33;-12,41;-15,5;3,8;5,97;17,07;25,03;46,94;60,5;75,28;76,99;75,99;82,6;146;140;115;106;91;92;86;89;116;24.841;27.607;24.604;19.081;14.711;15.958;12.248;13.103;15.761;5.970;5.900;4.920;4.533;3.851;4.095;4.004;4.606;5.400;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;24-8-1982;39;38;37;36;35;34;33;32;31;DALOON FOODS (U.K.) LIMITED
7449200;27.481;19.837;18.257;17.148;16.319;18.255;19.328;23.307;n.a.;-3.084;-6.620;-5.313;-796;666;676;616;161;5.184;n.a.;n.a.;n.a.;n.a.;n.a.;831;806;398;n.a.;16.192;10.297;10.367;8.198;9.459;9.963;9.635;11.432;8.447;0,64;0,71;0,57;1,65;2,24;2,26;2,21;1,94;2,18;-16,11;-33,37;-29,1;-4,64;4,08;3,7;3,19;0,69;n.a.;-71,9;-175,33;-333,47;-15,62;12,47;11,88;11,25;2,76;92,26;-70,91;-173,17;-329,12;-15,26;12,51;n.a.;n.a.;3,85;92,91;38,01;36,67;15,37;62,2;56,46;57,15;56,82;51,18;66,52;82;99;55;70;64;60;88;88;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;8.231;6.594;6.344;5.112;4.301;4.219;3.758;4.655;n.a.;15.702;12.510;11.850;9.858;9.248;11.396;12.910;16.013;n.a.;feb-01;21;20;19;18;17;16;15;14;13;BAMA FOODS AB
9237773;25.744;23.420;18.495;12.898;7.997;7.116;7.820;7.679;n.a.;3.239;4.172;3.853;2.075;967;610;620;1.028;n.a.;4.053;4.907;4.446;2.522;1.423;1.084;1.011;1.147;n.a.;18.122;16.061;13.138;8.241;6.308;5.376;6.421;3.948;1.975;4,92;2,95;1,86;1,39;0,82;0,53;0,47;0,92;1,61;16,71;21,77;25,31;18,57;12,64;8,92;9,95;14,97;n.a.;28,69;42,46;56,42;55,94;40,22;39,36;43,72;62,99;n.a.;n.a.;n.a.;n.a.;n.a.;37,16;36,59;39,11;60,74;n.a.;82,77;74,75;63,16;51,96;39,84;30;27,72;46,23;41,12;106;97;66;52;n.a.;n.a.;n.a.;n.a.;n.a.;8.299;8.143;5.564;4.226;2.242;2.027;2.735;4.052;n.a.;4.357;3.574;2.969;2.148;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3-5-2002;19;18;17;16;15;14;13;12;11;GOSH! FOOD LIMITED
9667657;22.385;17.198;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;5.944;5.140;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;6.272;5.435;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;17.419;11.820;6.592;4.440;2.123;1.604;1.740;1.507;1.046;7,46;5,49;3,34;1,74;1,43;1,01;1,02;0,72;0,94;30,57;35,84;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;43,84;62,2;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;89,61;83,85;77,71;59,84;56,14;60,09;54,42;53,07;60,76;161;127;119;71;35;n.a.;n.a.;n.a.;n.a.;10.817;8.827;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;5.406;2.972;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;10-10-2002;19;18;17;16;15;14;13;12;11;BUTE ISLAND FOODS LTD.
382573418;18.641;13.306;6.543;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;491;219;216;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;501;225;220;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3.168;2.842;2.394;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1,51;1,19;1,13;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3,76;2,38;4,66;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;71,95;71,68;134,37;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;62,39;66,15;94,08;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;30,74;15,56;9,48;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;7;7;7;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;586;522;196;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;14.836;10.822;5.069;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;16-5-2018;3;2;1;;;;;;;PLANTIS GROUP S.R.L.
410985714;11.071;156;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;89;-20;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;770;5;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;53.074;10.153;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;0,08;0,04;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1,78;-13,76;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;294,76;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1,65;-153,78;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;0,13;-0,2;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;57;36;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;6.103;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2.643;133;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;23-5-2019;2;1;;;;;;;;FINNEBROGUE VEGETARIAN COMPANY LIMITED
98721708;9.629;7.416;6.295;7.201;2.237;256;59;29;55;-5.708;-4.373;-1.296;-1.088;-467;-382;-374;-247;-169;-4.913;-2.844;-1.233;-1.088;-412;-340;-338;-215;-144;11.537;9.255;3.663;2.787;1.383;326;291;221;359;0,23;0,46;2,37;1,53;2,81;3;3,09;6,33;10,61;-59,28;-58,98;-20,59;-15,11;-20,88;n.a.;n.a.;n.a.;n.a.;-298,21;-62,67;-70,53;n.a.;-113,01;-468;-157,95;-120,95;-50,2;-252,7;-58,75;-49,64;n.a.;-47,57;-144,03;n.a.;n.a.;n.a.;16,59;75,41;50,17;-20,74;29,88;25,08;81,25;92,5;93,75;26;n.a.;9;7;3;2;1;1;1;6.526;5.928;4.564;5.719;1.645;n.a.;n.a.;n.a.;n.a.;2.925;1.723;725;n.a.;226;111;89;123;103;1.740;1.390;721;n.a.;226;64;40;30;36;5-5-2010;11;10;9;8;7;6;5;4;3;VERSO FOOD OY
170225793;n.a.;n.a.;n.a.;7.949;5.761;4.121;987;n.a.;n.a.;n.a.;n.a.;n.a.;863;609;454;70;-6;n.a.;n.a.;n.a.;n.a.;1.051;762;700;129;-6;n.a.;n.a.;n.a.;n.a.;2.969;2.423;1.944;1.797;549;n.a.;n.a.;n.a.;n.a.;1,58;1,25;0,77;0,36;1,05;n.a.;n.a.;n.a.;n.a.;14,44;14,03;14,82;8,7;n.a.;n.a.;n.a.;n.a.;n.a.;72,81;69,99;68,63;17,68;-78,51;n.a.;n.a.;n.a.;n.a.;54,63;48,15;44,31;7,93;n.a.;n.a.;n.a.;n.a.;n.a.;53,12;47,66;45,78;27,04;5,25;n.a.;n.a.;n.a.;n.a.;65;58;44;10;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2.201;1.659;1.220;282;n.a.;n.a.;n.a.;n.a.;n.a.;2.818;1.959;1.412;313;n.a.;n.a.;24-9-2013;8;7;6;5;4;3;2;1;;FLAX & KALE SL.
344114945;5.889;2.113;1.949;100;n.a.;n.a.;n.a.;n.a.;n.a.;-2.779;-2.039;-2.113;-376;n.a.;n.a.;n.a.;n.a.;n.a.;-2.283;-1.627;-1.906;-355;n.a.;n.a.;n.a.;n.a.;n.a.;4.316;6.771;9.879;5.451;n.a.;n.a.;n.a.;n.a.;n.a.;0,96;0,78;4,27;0,53;n.a.;n.a.;n.a.;n.a.;n.a.;-47,18;-96,52;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-122,79;-54,09;-13,68;n.a.;n.a.;n.a.;n.a.;n.a.;-82,91;-34,79;-22,94;-8,19;n.a.;n.a.;n.a.;n.a.;n.a.;-23,43;24,53;39,46;50,3;n.a.;n.a.;n.a.;n.a.;n.a.;86;88;94;47;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1.694;1.254;1.311;195;n.a.;n.a.;n.a.;n.a.;n.a.;1.756;1.659;1.589;118;n.a.;n.a.;n.a.;n.a.;n.a.;2017;116;115;114;113;112;111;110;109;108;VERDINO GREEN FOODS S.R.L.
3185584;4.093;3.902;3.723;3.125;2.318;1.801;1.903;1.694;1.571;99;-42;209;213;281;145;30;131;103;377;139;459;363;n.a.;245;145;252;218;2.293;2.427;2.298;1.849;1.189;864;826;817;738;1,25;1,17;2,44;2,4;3,74;2,7;2,89;2,82;2,55;2,77;-1,08;7,06;8,8;14,95;10,06;1,94;10,19;8,51;10,27;-4,12;22,4;27,19;42,22;31,15;6,65;31,58;30,42;8,58;-1,54;13,94;19,8;n.a.;27,67;5,77;26,13;23,62;48,2;42,15;51,1;54,72;69,03;67,36;67,11;66,88;59,58;27;27;n.a.;n.a.;n.a.;n.a.;n.a.;9;n.a.;1.476;1.506;1.322;1.152;n.a.;n.a.;n.a.;n.a.;n.a.;1.274;1.319;1.068;914;-635;550;624;504;571;1.346;1.367;1.103;950;658;520;601;490;408;7-2-1990;32;31;30;29;28;27;26;25;24;OY SOYA AB
4388998;4.552;18.564;16.850;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-3.064;776;1.489;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-2.320;1.209;1.731;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;10.559;14.353;11.651;10.070;7.972;6.488;4.434;4.373;3.932;2,88;2,6;3,65;3,54;2,83;3,14;3,52;2,17;2,24;-82,67;5,69;10,53;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-59,09;12,47;21,74;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-49,22;11,4;20,23;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;60,32;59,02;70,03;71,07;63,84;68,93;72,74;56,31;57,95;68;80;62;56;48;46;n.a.;n.a.;n.a.;4.758;13.128;11.560;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3.090;3.527;3.164;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;25-2-1993;29;28;27;26;25;24;23;22;21;VEGETARIAN EXPRESS LIMITED
3675845;4.274;3.703;n.a.;3.511;2.829;2.633;2.166;1.661;1.170;324;189;n.a.;31;180;104;54;-78;-199;552;383;n.a.;172;289;193;117;-38;-162;2.809;2.537;n.a.;2.023;1.406;1.234;1.053;831;751;1,97;1,71;n.a.;1,48;1,67;1,68;1,7;1,8;1,76;9,11;3,08;n.a.;1,29;6,06;4,82;1,99;-4,57;-17,58;27,45;11,23;n.a.;6,87;30,36;30,9;12,99;-25,39;-84,7;20,81;7,7;n.a.;4,95;23;18,6;8,72;-13,05;-43,22;50,48;40,04;n.a.;32,72;40,15;33,29;31,58;36;32,35;n.a.;n.a.;n.a.;n.a.;15;15;14;11;9;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1.176;1.048;n.a.;852;658;539;485;480;405;1.081;1.016;n.a.;1.158;877;883;708;525;345;7-2-1997;25;24;23;22;21;20;19;18;17;LE SOJAMI
255735570;2.550;1.701;1.999;593;122;n.a.;n.a.;n.a.;n.a.;19;30;-1.402;-953;-1.050;-61;-1;n.a.;n.a.;141;134;-1.270;-792;-998;n.a.;n.a.;n.a.;n.a.;3.429;2.452;2.229;1.005;1.303;572;5;n.a.;n.a.;0,96;2,15;5,55;4,33;9,99;12,4;1,95;n.a.;n.a.;0,76;1,79;-70,15;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1,07;1,62;-72,84;-109,49;-88,63;-11,6;-54,8;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;52,75;76,67;86,34;86,57;90,94;91,93;48,65;n.a.;n.a.;19;17;14;8;7;2;n.a.;n.a.;n.a.;384;479;910;352;21;n.a.;n.a.;n.a.;n.a.;1.049;607;1.422;743;539;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;12-9-2014;7;6;5;4;3;2;1;;;SAGANATURA EHF.
315567440;2.379;1.476;783;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;22;124;53;29;n.a.;n.a.;n.a.;n.a.;n.a.;22;124;53;29;n.a.;n.a.;n.a.;n.a.;n.a.;632;352;227;103;n.a.;n.a.;n.a.;n.a.;n.a.;1,66;2,56;1,92;2,97;n.a.;n.a.;n.a.;n.a.;n.a.;2,11;10,51;8,48;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;21,03;77,95;79,45;148,15;n.a.;n.a.;n.a.;n.a.;n.a.;57,21;72,9;62,5;72,52;n.a.;n.a.;n.a.;n.a.;n.a.;37,86;56,58;36,87;31,4;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3;2;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1.333;1.034;568;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;425;137;71;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;433;793;545;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;13-4-2017;4;3;2;1;;;;;;VONER OYJ
372966872;2.086;14;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;423;13;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;423;13;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2.075;19;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1,27;3,44;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;20,28;95,4;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;96,28;92,73;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;96,49;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;21,16;74,72;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;16;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1.633;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;20-12-2017;4;3;2;1;;;;;;BE VEGAN, UNIPESSOAL, LDA
239302622;1.680;1.175;896;645;336;86;7;n.a.;n.a.;51;-51;-41;-159;-191;-153;-7;n.a.;n.a.;154;43;55;-68;-115;-153;-7;n.a.;n.a.;1.080;995;1.033;954;923;1.028;806;n.a.;n.a.;0,52;0,42;0,37;0,26;0,29;0,29;1,81;n.a.;n.a.;3,75;-3,35;-3,82;-24,12;-56,84;n.a.;-98,96;n.a.;n.a.;58,02;-74,45;-32,31;-341,68;-106,28;-89,8;-1,84;n.a.;n.a.;70,4;-21,84;-11,43;-95,88;-103,64;-76,92;n.a.;n.a.;n.a.;10,06;5,31;10,24;4,78;19,45;16,61;44,79;n.a.;n.a.;13;13;11;9;6;7;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;326;294;255;226;129;56;n.a.;n.a.;n.a.;680;447;283;217;121;42;3;n.a.;n.a.;28-3-2014;7;6;5;4;3;2;1;;;VEGIN - PRODUTOS ALIMENTARES, LDA
225363499;1.566;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-105;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;34;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1.862;1.033;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1,97;2,41;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-6,71;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-24,78;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-6,29;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;22,77;46,88;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;489;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;497;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;14-2-2015;7;6;5;4;3;2;1;;;JAY & JOY
319639362;1.488;730;272;58;n.a.;n.a.;n.a.;n.a.;n.a.;-3.020;-1.721;-1.204;-498;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;7.788;1.589;1.771;647;n.a.;n.a.;n.a.;n.a.;n.a.;4,73;2,81;1,02;1,01;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-53,76;-353,71;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;-48,29;-165,63;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;72,12;30,61;1,64;1,11;n.a.;n.a.;n.a.;n.a.;n.a.;5;4;2;2;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;563;492;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1.215;497;212;43;n.a.;n.a.;n.a.;n.a.;n.a.;mei-17;4;3;2;1;;;;;;SPROUD INTERNATIONAL AB
